threads,wall_sec_mean,wall_sec_std,speedup
1,341.2961691663756,0.392182641143978,1.0
2,212.94938293037316,0.47758001954659446,1.6027102988974955
4,113.02282925012211,0.15507376856335625,3.019710012842444
8,92.99782038906899,1.2170010763521821,3.6699372924926283
